,G_MO,G_NOD,G_R,G_Rnd,R_D,Y
1951-03-31,0.004247108545285268,0.0016597895464333231,0.1850207681714396,0.18760808717029157,0.0039542045076793875,1.025164131620582
1951-06-30,0.004377314321669847,0.0016070140249418072,0.2049572495504606,0.2077275498471886,0.003993549778400163,1.0316370444817655
1951-09-30,0.004565196860265247,0.0015533526979084346,0.2267954227217227,0.22980726688407954,0.0041057127606930945,1.0416504537300673
1951-12-31,0.004698428141228191,0.001484935313770885,0.23693419047499745,0.2401476833024547,0.004330094577070179,1.0330103323989968
1952-03-31,0.004870523787135592,0.00143588555045271,0.23922427624762332,0.2426589144843062,0.00479011419631024,1.0333206775277881
1952-06-30,0.005042757791396453,0.0013742650737814657,0.24762609782965994,0.25129459054727493,0.005105224385659247,1.025105205758931
1952-09-30,0.0051934014334332115,0.0013011305518451516,0.24761237251919815,0.25150464340078615,0.005415816912381101,1.0222799253077224
1952-12-31,0.005359998289938789,0.0012411471450063179,0.2511565592149289,0.2552754103598614,0.005865244030383838,1.0456719614693495
1953-03-31,0.005656110764190956,0.0010877136084982608,0.2547534042463776,0.2593218014020703,0.006156459024100155,1.055027814562888
1953-06-30,0.00585051164343422,0.00101093399721106,0.2574359555823451,0.2622755332285683,0.006409751726997785,1.0532776129612649
1953-09-30,0.006049255725510575,0.0009445329115270899,0.2503065279193503,0.2554112507333338,0.006526828545945622,1.0378479874577622
